,Consequent,Antecedents,Support (Count),Confidence (%),Lift (x)
56,Chicken,"('Tuna', 'Cod', 'Potatoes, White')",141,92.19858156028369,1.401418439716312
57,Chicken,"('Tuna', 'Cod', 'Chicken Egg')",149,91.94630872483222,1.3975838926174498
58,Chicken,"('Tuna', 'Cod', 'Chicken Egg', 'Potatoes, White')",116,93.10344827586206,1.4151724137931034
59,Chicken,"('Tuna', 'Cod', 'Carrots')",143,90.9090909090909,1.3818181818181818
60,Chicken,"('Tuna', 'Cod', 'Carrots', 'Potatoes, White')",112,92.85714285714286,1.4114285714285715
61,Chicken,"('Tuna', 'Cod', 'Carrots', 'Chicken Egg')",105,93.33333333333333,1.4186666666666667
62,Chicken,"('Tuna', 'Cod', 'Carrots', 'Chicken Egg', 'Potatoes, White')",89,93.25842696629213,1.4175280898876403
63,Chicken,"('Tuna', 'Cod', 'Rice, White')",134,91.7910447761194,1.395223880597015
64,Chicken,"('Tuna', 'Cod', 'Rice, White', 'Potatoes, White')",112,92.85714285714286,1.4114285714285715
65,Chicken,"('Tuna', 'Cod', 'Rice, White', 'Chicken Egg')",106,93.39622641509435,1.419622641509434
66,Chicken,"('Tuna', 'Cod', 'Rice, White', 'Chicken Egg', 'Potatoes, White')",92,93.47826086956522,1.4208695652173913
67,Chicken,"('Tuna', 'Cod', 'Rice, White', 'Carrots')",105,91.42857142857143,1.3897142857142857
68,Chicken,"('Tuna', 'Cod', 'Rice, White', 'Carrots', 'Potatoes, White')",93,92.47311827956989,1.4055913978494623
69,Chicken,"('Tuna', 'Turkey')",171,98.83040935672514,1.5022222222222221
70,Chicken,"('Tuna', 'Turkey', 'Potatoes, White')",122,99.18032786885246,1.5075409836065574
71,Chicken,"('Tuna', 'Turkey', 'Chicken Egg')",132,98.48484848484848,1.496969696969697
72,Chicken,"('Tuna', 'Turkey', 'Chicken Egg', 'Potatoes, White')",101,99.00990099009901,1.504950495049505
73,Chicken,"('Tuna', 'Turkey', 'Carrots')",127,99.21259842519686,1.5080314960629921
74,Chicken,"('Tuna', 'Turkey', 'Carrots', 'Potatoes, White')",97,98.96907216494846,1.5043298969072165
75,Chicken,"('Tuna', 'Turkey', 'Carrots', 'Chicken Egg')",96,98.95833333333334,1.5041666666666667
76,Chicken,"('Tuna', 'Turkey', 'Rice, White')",114,99.12280701754386,1.5066666666666666
77,Chicken,"('Tuna', 'Turkey', 'Rice, White', 'Potatoes, White')",98,98.9795918367347,1.5044897959183674
78,Chicken,"('Tuna', 'Turkey', 'Rice, White', 'Chicken Egg')",92,98.91304347826086,1.5034782608695652
79,Chicken,"('Tuna', 'Turkey', 'Rice, White', 'Carrots')",91,98.9010989010989,1.5032967032967033
80,Chicken,"('Tuna', 'Turkey', 'Cod')",145,99.3103448275862,1.5095172413793103
81,Chicken,"('Tuna', 'Turkey', 'Cod', 'Potatoes, White')",108,99.07407407407408,1.505925925925926
82,Chicken,"('Tuna', 'Turkey', 'Cod', 'Chicken Egg')",114,99.12280701754386,1.5066666666666666
83,Chicken,"('Tuna', 'Turkey', 'Cod', 'Chicken Egg', 'Potatoes, White')",91,98.9010989010989,1.5032967032967033
84,Cod,"('Tuna', 'Turkey', 'Chicken Egg', 'Potatoes, White', 'Chicken')",100,90.0,1.8387096774193548
85,Cod,"('Tuna', 'Turkey', 'Chicken Egg', 'Potatoes, White')",101,90.0990099009901,1.8407324603428086
86,Chicken,"('Tuna', 'Turkey', 'Cod', 'Carrots')",111,99.09909909909909,1.5063063063063062
87,Chicken,"('Tuna', 'Turkey', 'Cod', 'Carrots', 'Potatoes, White')",87,98.85057471264368,1.502528735632184
88,Chicken,"('Tuna', 'Turkey', 'Cod', 'Rice, White')",101,99.00990099009901,1.504950495049505
89,Chicken,"('Tuna', 'Turkey', 'Cod', 'Rice, White', 'Potatoes, White')",87,98.85057471264368,1.502528735632184
90,Chicken,"('Bananas', 'Rice, White', 'Chicken Egg')",113,90.2654867256637,1.3720353982300886
91,Chicken,"('Bananas', 'Cod')",153,92.81045751633987,1.410718954248366
92,Chicken,"('Bananas', 'Cod', 'Potatoes, White')",111,94.5945945945946,1.4378378378378378
93,Chicken,"('Bananas', 'Cod', 'Chicken Egg')",114,93.85964912280701,1.4266666666666667
94,Chicken,"('Bananas', 'Cod', 'Chicken Egg', 'Potatoes, White')",90,94.44444444444444,1.4355555555555555
95,Chicken,"('Bananas', 'Cod', 'Carrots')",118,94.0677966101695,1.4298305084745764
96,Chicken,"('Bananas', 'Cod', 'Carrots', 'Potatoes, White')",92,94.56521739130434,1.4373913043478261
97,Chicken,"('Bananas', 'Cod', 'Carrots', 'Chicken Egg')",88,95.45454545454545,1.450909090909091
98,Chicken,"('Bananas', 'Cod', 'Rice, White')",107,94.39252336448598,1.434766355140187
99,Chicken,"('Bananas', 'Cod', 'Rice, White', 'Potatoes, White')",88,95.45454545454545,1.450909090909091
100,Chicken,"('Bananas', 'Cod', 'Rice, White', 'Carrots')",89,93.25842696629213,1.4175280898876403
101,Chicken,"('Bananas', 'Turkey')",152,98.68421052631578,1.5
102,Chicken,"('Bananas', 'Turkey', 'Potatoes, White')",108,99.07407407407408,1.505925925925926
103,Chicken,"('Bananas', 'Turkey', 'Chicken Egg')",113,100.0,1.52
104,Chicken,"('Bananas', 'Turkey', 'Carrots')",120,99.16666666666667,1.5073333333333334
105,Chicken,"('Bananas', 'Turkey', 'Carrots', 'Potatoes, White')",91,100.0,1.52
106,Chicken,"('Bananas', 'Turkey', 'Carrots', 'Chicken Egg')",87,100.0,1.52
107,Chicken,"('Bananas', 'Turkey', 'Rice, White')",105,99.04761904761905,1.5055238095238095
108,Chicken,"('Bananas', 'Turkey', 'Rice, White', 'Potatoes, White')",87,98.85057471264368,1.502528735632184
109,Chicken,"('Bananas', 'Turkey', 'Rice, White', 'Carrots')",88,100.0,1.52
110,Chicken,"('Bananas', 'Turkey', 'Cod')",116,100.0,1.52
111,Chicken,"('Bananas', 'Turkey', 'Cod', 'Chicken Egg')",92,100.0,1.52
112,Chicken,"('Bananas', 'Turkey', 'Cod', 'Carrots')",94,100.0,1.52
113,Chicken,"('Bananas', 'Tuna')",147,90.47619047619048,1.3752380952380951
114,Chicken,"('Bananas', 'Tuna', 'Potatoes, White')",106,92.45283018867924,1.4052830188679246
115,Chicken,"('Bananas', 'Tuna', 'Chicken Egg')",112,93.75,1.425
116,Chicken,"('Bananas', 'Tuna', 'Chicken Egg', 'Potatoes, White')",87,94.25287356321839,1.4326436781609195
117,Chicken,"('Bananas', 'Tuna', 'Carrots')",117,92.3076923076923,1.403076923076923
118,Chicken,"('Bananas', 'Tuna', 'Carrots', 'Potatoes, White')",93,92.47311827956989,1.4055913978494623
119,Chicken,"('Bananas', 'Tuna', 'Carrots', 'Chicken Egg')",87,95.40229885057471,1.4501149425287356
120,Chicken,"('Bananas', 'Tuna', 'Rice, White')",100,93.0,1.4136
121,Chicken,"('Bananas', 'Tuna', 'Cod')",117,92.3076923076923,1.403076923076923
122,Chicken,"('Bananas', 'Tuna', 'Cod', 'Chicken Egg')",91,94.5054945054945,1.4364835164835166
123,Chicken,"('Bananas', 'Tuna', 'Cod', 'Carrots')",95,93.6842105263158,1.424
124,Chicken,"('Bananas', 'Tuna', 'Turkey')",104,100.0,1.52
125,Chicken,"('Bananas', 'Tuna', 'Turkey', 'Chicken Egg')",86,100.0,1.52
126,Chicken,"('Bananas', 'Tuna', 'Turkey', 'Carrots')",88,100.0,1.52
127,Chicken,"('Bananas', 'Tuna', 'Turkey', 'Cod')",91,100.0,1.52
128,Chicken,"('Salmon', 'Chicken Egg', 'Potatoes, White')",130,90.0,1.368
129,Chicken,"('Salmon', 'Carrots', 'Potatoes, White')",134,91.04477611940298,1.3838805970149253
130,Chicken,"('Salmon', 'Carrots', 'Chicken Egg')",125,92.0,1.3984
131,Chicken,"('Salmon', 'Carrots', 'Chicken Egg', 'Potatoes, White')",104,91.34615384615384,1.3884615384615384
132,Chicken,"('Salmon', 'Rice, White', 'Potatoes, White')",132,90.9090909090909,1.3818181818181818
133,Chicken,"('Salmon', 'Rice, White', 'Chicken Egg')",122,90.1639344262295,1.3704918032786886
134,Chicken,"('Salmon', 'Rice, White', 'Chicken Egg', 'Potatoes, White')",105,90.47619047619048,1.3752380952380951
135,Chicken,"('Salmon', 'Rice, White', 'Carrots')",126,90.47619047619048,1.3752380952380951
136,Chicken,"('Salmon', 'Rice, White', 'Carrots', 'Potatoes, White')",109,91.74311926605505,1.3944954128440368
137,Chicken,"('Salmon', 'Rice, White', 'Carrots', 'Chicken Egg')",93,92.47311827956989,1.4055913978494623
138,"Potatoes, White","('Salmon', 'Rice, White', 'Carrots', 'Chicken Egg', 'Chicken')",86,90.69767441860465,1.7888468656956626
139,"Potatoes, White","('Salmon', 'Rice, White', 'Carrots', 'Chicken Egg')",93,91.39784946236558,1.8026565464895636
140,Chicken,"('Salmon', 'Cod', 'Potatoes, White')",140,91.42857142857143,1.3897142857142857
141,Chicken,"('Salmon', 'Cod', 'Chicken Egg', 'Potatoes, White')",111,91.8918918918919,1.3967567567567567
142,Chicken,"('Salmon', 'Cod', 'Carrots')",144,90.27777777777779,1.3722222222222222
143,Chicken,"('Salmon', 'Cod', 'Carrots', 'Potatoes, White')",110,92.72727272727272,1.4094545454545455
144,Chicken,"('Salmon', 'Cod', 'Carrots', 'Chicken Egg')",102,93.13725490196079,1.415686274509804
145,Chicken,"('Salmon', 'Cod', 'Carrots', 'Chicken Egg', 'Potatoes, White')",87,93.10344827586206,1.4151724137931034
146,Chicken,"('Salmon', 'Cod', 'Rice, White')",139,90.64748201438849,1.377841726618705
147,Chicken,"('Salmon', 'Cod', 'Rice, White', 'Potatoes, White')",115,92.17391304347827,1.4010434782608696
148,Chicken,"('Salmon', 'Cod', 'Rice, White', 'Chicken Egg')",103,92.23300970873787,1.4019417475728155
149,Chicken,"('Salmon', 'Cod', 'Rice, White', 'Chicken Egg', 'Potatoes, White')",91,92.3076923076923,1.403076923076923
150,Chicken,"('Salmon', 'Cod', 'Rice, White', 'Carrots')",108,90.74074074074075,1.3792592592592592
151,Chicken,"('Salmon', 'Cod', 'Rice, White', 'Carrots', 'Potatoes, White')",94,92.5531914893617,1.406808510638298
152,Chicken,"('Salmon', 'Turkey')",170,98.82352941176471,1.5021176470588236
153,Chicken,"('Salmon', 'Turkey', 'Potatoes, White')",120,98.33333333333333,1.4946666666666666
154,Chicken,"('Salmon', 'Turkey', 'Chicken Egg')",126,98.4126984126984,1.4958730158730158
155,Chicken,"('Salmon', 'Turkey', 'Chicken Egg', 'Potatoes, White')",95,97.89473684210527,1.488
156,Chicken,"('Salmon', 'Turkey', 'Carrots')",129,99.2248062015504,1.5082170542635658
157,Chicken,"('Salmon', 'Turkey', 'Carrots', 'Potatoes, White')",96,98.95833333333334,1.5041666666666667
158,Chicken,"('Salmon', 'Turkey', 'Carrots', 'Chicken Egg')",96,98.95833333333334,1.5041666666666667
159,Chicken,"('Salmon', 'Turkey', 'Rice, White')",120,98.33333333333333,1.4946666666666666
160,Chicken,"('Salmon', 'Turkey', 'Rice, White', 'Potatoes, White')",98,97.95918367346938,1.4889795918367348
161,Chicken,"('Salmon', 'Turkey', 'Rice, White', 'Chicken Egg')",92,97.82608695652173,1.4869565217391305
162,Chicken,"('Salmon', 'Turkey', 'Rice, White', 'Carrots')",95,98.94736842105263,1.504
163,Chicken,"('Salmon', 'Turkey', 'Cod')",141,98.58156028368793,1.4984397163120566
164,Chicken,"('Salmon', 'Turkey', 'Cod', 'Potatoes, White')",106,98.11320754716981,1.4913207547169811
165,Chicken,"('Salmon', 'Turkey', 'Cod', 'Chicken Egg')",106,98.11320754716981,1.4913207547169811
166,Chicken,"('Salmon', 'Turkey', 'Cod', 'Chicken Egg', 'Potatoes, White')",86,97.67441860465115,1.4846511627906978
167,Cod,"('Salmon', 'Turkey', 'Chicken Egg', 'Potatoes, White', 'Chicken')",93,90.32258064516128,1.8453000346860908
168,Cod,"('Salmon', 'Turkey', 'Chicken Egg', 'Potatoes, White')",95,90.52631578947368,1.8494623655913978
169,Chicken,"('Salmon', 'Turkey', 'Cod', 'Carrots')",110,99.0909090909091,1.5061818181818183
170,Chicken,"('Salmon', 'Turkey', 'Cod', 'Rice, White')",104,98.07692307692307,1.4907692307692308
171,Chicken,"('Salmon', 'Turkey', 'Cod', 'Rice, White', 'Potatoes, White')",88,97.72727272727273,1.4854545454545454
172,Chicken,"('Salmon', 'Tuna', 'Potatoes, White')",135,91.11111111111111,1.3848888888888888
173,Chicken,"('Salmon', 'Tuna', 'Chicken Egg')",142,90.14084507042254,1.3701408450704224
174,Chicken,"('Salmon', 'Tuna', 'Chicken Egg', 'Potatoes, White')",109,92.66055045871559,1.408440366972477
175,Chicken,"('Salmon', 'Tuna', 'Carrots')",144,90.27777777777779,1.3722222222222222
176,Chicken,"('Salmon', 'Tuna', 'Carrots', 'Potatoes, White')",112,91.96428571428571,1.397857142857143
177,Chicken,"('Salmon', 'Tuna', 'Carrots', 'Chicken Egg')",106,93.39622641509435,1.419622641509434
178,Chicken,"('Salmon', 'Tuna', 'Carrots', 'Chicken Egg', 'Potatoes, White')",88,93.18181818181817,1.4163636363636363
179,Chicken,"('Salmon', 'Tuna', 'Rice, White')",131,91.6030534351145,1.3923664122137405
180,Chicken,"('Salmon', 'Tuna', 'Rice, White', 'Potatoes, White')",110,93.63636363636364,1.4232727272727272
181,Chicken,"('Salmon', 'Tuna', 'Rice, White', 'Chicken Egg')",103,93.20388349514563,1.4166990291262136
182,Chicken,"('Salmon', 'Tuna', 'Rice, White', 'Chicken Egg', 'Potatoes, White')",90,94.44444444444444,1.4355555555555555
183,Chicken,"('Salmon', 'Tuna', 'Rice, White', 'Carrots')",105,92.38095238095238,1.4041904761904762
184,Chicken,"('Salmon', 'Tuna', 'Rice, White', 'Carrots', 'Potatoes, White')",93,93.54838709677419,1.4219354838709677
185,Chicken,"('Salmon', 'Tuna', 'Cod', 'Potatoes, White')",118,91.52542372881356,1.3911864406779662
186,Chicken,"('Salmon', 'Tuna', 'Cod', 'Chicken Egg')",123,91.05691056910568,1.3840650406504065
187,Tuna,"('Salmon', 'Cod', 'Chicken Egg', 'Chicken')",124,90.32258064516128,2.003263461779842
188,Chicken,"('Salmon', 'Tuna', 'Cod', 'Chicken Egg', 'Potatoes, White')",97,92.78350515463917,1.4103092783505156
189,Chicken,"('Salmon', 'Tuna', 'Cod', 'Carrots')",125,90.4,1.37408
190,Chicken,"('Salmon', 'Tuna', 'Cod', 'Carrots', 'Potatoes, White')",97,92.78350515463917,1.4103092783505156
191,Chicken,"('Salmon', 'Tuna', 'Cod', 'Carrots', 'Chicken Egg')",92,93.47826086956522,1.4208695652173913
192,Tuna,"('Salmon', 'Cod', 'Carrots', 'Chicken Egg', 'Chicken')",95,90.52631578947368,2.007782101167315
193,Tuna,"('Salmon', 'Cod', 'Carrots', 'Chicken Egg')",102,90.19607843137256,2.000457770656901
194,Chicken,"('Salmon', 'Tuna', 'Cod', 'Rice, White')",118,91.52542372881356,1.3911864406779662
195,Cod,"('Salmon', 'Tuna', 'Rice, White', 'Chicken')",120,90.0,1.8387096774193548
196,Chicken,"('Salmon', 'Tuna', 'Cod', 'Rice, White', 'Potatoes, White')",99,92.92929292929293,1.4125252525252525
197,Cod,"('Salmon', 'Tuna', 'Rice, White', 'Potatoes, White')",110,90.0,1.8387096774193548
198,Chicken,"('Salmon', 'Tuna', 'Cod', 'Rice, White', 'Chicken Egg')",93,93.54838709677419,1.4219354838709677
199,Cod,"('Salmon', 'Tuna', 'Rice, White', 'Chicken Egg', 'Chicken')",96,90.625,1.851478494623656
200,Tuna,"('Salmon', 'Cod', 'Rice, White', 'Chicken Egg', 'Chicken')",95,91.57894736842105,2.0311284046692606
201,Cod,"('Salmon', 'Tuna', 'Rice, White', 'Chicken Egg', 'Potatoes, White')",90,90.0,1.8387096774193548
202,Cod,"('Salmon', 'Tuna', 'Rice, White', 'Chicken Egg')",103,90.29126213592234,1.8446601941747574
203,Tuna,"('Salmon', 'Cod', 'Rice, White', 'Chicken Egg')",103,90.29126213592234,2.0025688489290165
204,Chicken,"('Salmon', 'Tuna', 'Cod', 'Rice, White', 'Carrots')",94,91.48936170212765,1.3906382978723404
205,Cod,"('Salmon', 'Tuna', 'Rice, White')",131,90.07633587786259,1.8402692276122465
206,Chicken,"('Salmon', 'Tuna', 'Turkey')",136,99.26470588235294,1.5088235294117647
207,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Potatoes, White')",99,98.98989898989899,1.5046464646464646
208,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Chicken Egg')",107,99.06542056074767,1.5057943925233646
209,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Carrots')",109,99.08256880733946,1.5060550458715596
210,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Rice, White')",99,98.98989898989899,1.5046464646464646
211,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Cod')",119,99.15966386554622,1.5072268907563025
212,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Cod', 'Potatoes, White')",89,98.87640449438202,1.5029213483146067
213,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Cod', 'Chicken Egg')",95,98.94736842105263,1.504
214,Tuna,"('Salmon', 'Turkey', 'Cod', 'Chicken Egg', 'Chicken')",104,90.38461538461539,2.0046393295420533
215,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Cod', 'Carrots')",97,98.96907216494846,1.5043298969072165
216,Chicken,"('Salmon', 'Tuna', 'Turkey', 'Cod', 'Rice, White')",90,98.88888888888889,1.503111111111111
217,Cod,"('Salmon', 'Tuna', 'Turkey', 'Rice, White', 'Chicken')",98,90.81632653061224,1.8553873162168093
218,Cod,"('Salmon', 'Tuna', 'Turkey', 'Rice, White')",99,90.9090909090909,1.8572825024437927
219,Chicken,"('Salmon', 'Bananas', 'Potatoes, White')",106,91.50943396226415,1.390943396226415
220,Chicken,"('Salmon', 'Bananas', 'Chicken Egg')",107,90.65420560747664,1.377943925233645
221,Chicken,"('Salmon', 'Bananas', 'Carrots')",118,91.52542372881356,1.3911864406779662
222,Chicken,"('Salmon', 'Bananas', 'Carrots', 'Potatoes, White')",92,92.3913043478261,1.4043478260869566
223,Chicken,"('Salmon', 'Bananas', 'Carrots', 'Chicken Egg')",86,94.18604651162791,1.4316279069767441
224,Chicken,"('Salmon', 'Bananas', 'Rice, White')",102,92.15686274509804,1.4007843137254903
225,Chicken,"('Salmon', 'Bananas', 'Rice, White', 'Carrots')",87,93.10344827586206,1.4151724137931034
226,Chicken,"('Salmon', 'Bananas', 'Cod')",117,92.3076923076923,1.403076923076923
227,Chicken,"('Salmon', 'Bananas', 'Cod', 'Potatoes, White')",88,94.31818181818183,1.4336363636363636
228,Chicken,"('Salmon', 'Bananas', 'Cod', 'Chicken Egg')",88,93.18181818181817,1.4163636363636363
229,Chicken,"('Salmon', 'Bananas', 'Cod', 'Carrots')",96,93.75,1.425
230,Chicken,"('Salmon', 'Bananas', 'Cod', 'Rice, White')",89,94.3820224719101,1.4346067415730337
231,Chicken,"('Salmon', 'Bananas', 'Turkey')",105,100.0,1.52
232,Chicken,"('Salmon', 'Bananas', 'Turkey', 'Carrots')",90,100.0,1.52
233,Chicken,"('Salmon', 'Bananas', 'Turkey', 'Cod')",92,100.0,1.52
234,Chicken,"('Salmon', 'Bananas', 'Tuna')",117,91.45299145299145,1.3900854700854701
235,Chicken,"('Salmon', 'Bananas', 'Tuna', 'Potatoes, White')",87,93.10344827586206,1.4151724137931034
236,Chicken,"('Salmon', 'Bananas', 'Tuna', 'Chicken Egg')",92,93.47826086956522,1.4208695652173913
237,Chicken,"('Salmon', 'Bananas', 'Tuna', 'Carrots')",99,92.92929292929293,1.4125252525252525
238,Chicken,"('Salmon', 'Bananas', 'Tuna', 'Cod')",100,93.0,1.4136
239,Chicken,"('Salmon', 'Bananas', 'Tuna', 'Turkey')",89,100.0,1.52
240,"Potatoes, White","('Sweet Potato', 'Rice, White', 'Carrots', 'Chicken')",116,90.51724137931035,1.7852881517718648
241,Chicken,"('Sweet Potato', 'Rice, White', 'Carrots', 'Chicken Egg')",90,90.0,1.368
242,"Potatoes, White","('Sweet Potato', 'Rice, White', 'Carrots', 'Chicken Egg')",90,93.33333333333333,1.8408304498269896
243,Chicken,"('Sweet Potato', 'Cod')",150,92.66666666666666,1.4085333333333334
244,Chicken,"('Sweet Potato', 'Cod', 'Potatoes, White')",118,94.0677966101695,1.4298305084745764
245,Chicken,"('Sweet Potato', 'Cod', 'Chicken Egg')",108,94.44444444444444,1.4355555555555555
246,Chicken,"('Sweet Potato', 'Cod', 'Chicken Egg', 'Potatoes, White')",93,94.6236559139785,1.438279569892473
247,Chicken,"('Sweet Potato', 'Cod', 'Carrots')",121,93.38842975206612,1.419504132231405
248,Chicken,"('Sweet Potato', 'Cod', 'Carrots', 'Potatoes, White')",100,94.0,1.4288
249,Chicken,"('Sweet Potato', 'Cod', 'Carrots', 'Chicken Egg')",87,95.40229885057471,1.4501149425287356
250,Chicken,"('Sweet Potato', 'Cod', 'Rice, White')",113,92.03539823008849,1.3989380530973452
251,Chicken,"('Sweet Potato', 'Cod', 'Rice, White', 'Potatoes, White')",98,93.87755102040816,1.426938775510204
252,Chicken,"('Sweet Potato', 'Cod', 'Rice, White', 'Carrots')",96,92.70833333333334,1.4091666666666667
253,Chicken,"('Sweet Potato', 'Cod', 'Rice, White', 'Carrots', 'Potatoes, White')",86,94.18604651162791,1.4316279069767441
254,"Potatoes, White","('Sweet Potato', 'Cod', 'Rice, White', 'Carrots', 'Chicken')",89,91.01123595505618,1.795031297383461
255,Chicken,"('Sweet Potato', 'Turkey')",155,98.06451612903226,1.4905806451612904
256,Chicken,"('Sweet Potato', 'Turkey', 'Potatoes, White')",124,97.58064516129032,1.4832258064516128
257,Chicken,"('Sweet Potato', 'Turkey', 'Chicken Egg')",108,98.14814814814815,1.4918518518518518
